Q,A
서울특별시 강동구 양재대로124길 32에 있는헬스관련 장애인 스포츠 강좌를 추천 및 정보를 알려줘,"서울 강동구에 있는 체육시설의 상세 주소는 서울특별시 강동구 양재대로124길 32 뉴힐링라이프 재활운동센터 강동점으로, 우편번호가 5303이고, 이용 가능한 종목은 헬스입니다. 제공하는 강좌의 강좌명은 비대면맞춤운동가이드이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. "
서울특별시 강동구 천중로15가길 1에 있는태권도관련 장애인 스포츠 강좌를 추천 및 정보를 알려줘,"서울 강동구에 있는 체육시설의 상세 주소는 서울특별시 강동구 천중로15가길 1 강동신화태권도장으로, 우편번호가 5322이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 강동신화태권도장 2024년도이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. "
서울특별시 강동구 천중로17길 37에 있는태권도관련 장애인 스포츠 강좌를 추천 및 정보를 알려줘,"서울 강동구에 있는 체육시설의 상세 주소는 서울특별시 강동구 천중로17길 37 원 탑 태권도으로, 우편번호가 5321이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 원탑태권도이며, 강좌는 (1, 2, 3, 4, 5, 6, 7)월에 개최되며, 가격은 110000원입니다. "
서울특별시 강북구 도봉로 280에 있는탁구관련 장애인 스포츠 강좌를 추천 및 정보를 알려줘,"서울 강북구에 있는 체육시설의 상세 주소는 서울특별시 강북구 도봉로 280 한울림탁구클럽으로, 우편번호가 1128이고, 이용 가능한 종목은 탁구입니다. 제공하는 강좌의 강좌명은 탁구이며, 강좌는 (3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. "
서울특별시 강북구 도봉로 342에 있는롤러인라인관련 장애인 스포츠 강좌를 추천 및 정보를 알려줘,"서울 강북구에 있는 체육시설의 상세 주소는 서울특별시 강북구 도봉로 342 (주)마이그라운드으로, 우편번호가 1063이고, 이용 가능한 종목은 롤러인라인입니다. 제공하는 강좌의 강좌명은 월10회 이용권+캐릭터음료2개이며, 강좌는 (6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. "
서울특별시 강북구 도봉로 353에 있는요가관련 장애인 스포츠 강좌를 추천 및 정보를 알려줘,"서울 강북구에 있는 체육시설의 상세 주소는 서울특별시 강북구 도봉로 353 요가타운수유교육원으로, 우편번호가 1074이고, 이용 가능한 종목은 요가입니다. 제공하는 강좌의 강좌명은 개인강습권 (월 2회)이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8)월에 개최되며, 가격은 130000원입니다. "
서울특별시 강북구 도봉로13길 22에 있는댄스(줌바 등)관련 장애인 스포츠 강좌를 추천 및 정보를 알려줘,"서울 강북구에 있는 체육시설의 상세 주소는 서울특별시 강북구 도봉로13길 22 리얼리티세븐댄스학원으로, 우편번호가 1205이고, 이용 가능한 종목은 댄스(줌바 등)입니다. 제공하는 강좌의 강좌명은 주2일이며, 강좌는 (6, 7, 8)월에 개최되며, 가격은 110000원입니다. "
서울특별시 강북구 도봉로15길 11에 있는필라테스관련 장애인 스포츠 강좌를 추천 및 정보를 알려줘,"서울 강북구에 있는 체육시설의 상세 주소는 서울특별시 강북구 도봉로15길 11 드림유어바디으로, 우편번호가 1205이고, 이용 가능한 종목은 필라테스입니다. 제공하는 강좌의 강좌명은 그룹필라테스 3.5주(7회) 과정이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. "
서울특별시 강북구 삼양로100길 20에 있는태권도관련 장애인 스포츠 강좌를 추천 및 정보를 알려줘,"서울 강북구에 있는 체육시설의 상세 주소는 서울특별시 강북구 삼양로100길 20 경희대석사체육관으로, 우편번호가 1075이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. "
서울특별시 강북구 삼양로139가길 43에 있는기타종목관련 장애인 스포츠 강좌를 추천 및 정보를 알려줘,"서울 강북구에 있는 체육시설의 상세 주소는 서울특별시 강북구 삼양로139가길 43 바른걸음 심리놀이운동센터으로, 우편번호가 1009이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 바른 보행 운동이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. "
서울특별시 강북구 삼양로163길 14에 있는태권도관련 장애인 스포츠 강좌를 추천 및 정보를 알려줘,"서울 강북구에 있는 체육시설의 상세 주소는 서울특별시 강북구 삼양로163길 14 나라찬태권도으로, 우편번호가 1004이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 나라찬태권도이며, 강좌는 (2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. "
서울특별시 강북구 삼양로54길 92에 있는테니스관련 장애인 스포츠 강좌를 추천 및 정보를 알려줘,"서울 강북구에 있는 체육시설의 상세 주소는 서울특별시 강북구 삼양로54길 92 씽크엘테니스으로, 우편번호가 1172이고, 이용 가능한 종목은 테니스입니다. 제공하는 강좌의 강좌명은 매직테니스이며, 강좌는 (3, 4, 6, 7)월에 개최되며, 가격은 110000원입니다. "
서울특별시 강북구 오현로 156에 있는태권도관련 장애인 스포츠 강좌를 추천 및 정보를 알려줘,"서울 강북구에 있는 체육시설의 상세 주소는 서울특별시 강북구 오현로 156 한진 태권도 체육관으로, 우편번호가 1223이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도이며, 강좌는 (7, 8)월에 개최되며, 가격은 110000원입니다. "
서울특별시 강북구 월계로13길 7에 있는검도관련 장애인 스포츠 강좌를 추천 및 정보를 알려줘,"서울 강북구에 있는 체육시설의 상세 주소는 서울특별시 강북구 월계로13길 7 국심검도관(대무관)으로, 우편번호가 1222이고, 이용 가능한 종목은 검도입니다. 제공하는 강좌의 강좌명은 검도수업이며, 강좌는 (3, 4, 5, 6, 7, 9)월에 개최되며, 가격은 120000원입니다. "
서울특별시 강북구 한천로105길 33에 있는태권도관련 장애인 스포츠 강좌를 추천 및 정보를 알려줘,"서울 강북구에 있는 체육시설의 상세 주소는 서울특별시 강북구 한천로105길 33 백두산K타이거즈태권도으로, 우편번호가 1230이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11)월에 개최되며, 가격은 110000원입니다. "
서울특별시 강서구 강서로 210에 있는기타종목관련 장애인 스포츠 강좌를 추천 및 정보를 알려줘,"서울 강서구에 있는 체육시설의 상세 주소는 서울특별시 강서구 강서로 210 해빛아동청소년발달센터으로, 우편번호가 7698이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 특수체육이며, 강좌는 (1, 4, 5, 6, 7)월에 개최되며, 가격은 110000원입니다. "
서울특별시 강서구 강서로 36에 있는헬스관련 장애인 스포츠 강좌를 추천 및 정보를 알려줘,"서울 강서구에 있는 체육시설의 상세 주소는 서울특별시 강서구 강서로 36 커브스까치산클럽으로, 우편번호가 7760이고, 이용 가능한 종목은 헬스입니다. 제공하는 강좌의 강좌명은 커브스까치산이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. "
서울특별시 강서구 강서로18나길 1에 있는당구관련 장애인 스포츠 강좌를 추천 및 정보를 알려줘,"서울 강서구에 있는 체육시설의 상세 주소는 서울특별시 강서구 강서로18나길 1 까치당구클럽으로, 우편번호가 7751이고, 이용 가능한 종목은 당구입니다. 제공하는 강좌의 강좌명은 까치산역 왕초보 당구교실이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8)월에 개최되며, 가격은 110000원입니다. "
서울특별시 강서구 공항대로 103에 있는기타종목관련 장애인 스포츠 강좌를 추천 및 정보를 알려줘,"서울 강서구에 있는 체육시설의 상세 주소는 서울특별시 강서구 공항대로 103 위키즈아동운동발달센터으로, 우편번호가 7600이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 운동재활이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10)월에 개최되며, 가격은 110000원입니다. "
서울특별시 강서구 공항대로 290에 있는복싱관련 장애인 스포츠 강좌를 추천 및 정보를 알려줘,"서울 강서구에 있는 체육시설의 상세 주소는 서울특별시 강서구 공항대로 290 레드복싱클럽으로, 우편번호가 7646이고, 이용 가능한 종목은 복싱입니다. 제공하는 강좌의 강좌명은 복싱트레이닝이며, 강좌는 (1, 2, 3, 4, 6, 7, 8)월에 개최되며, 가격은 110000원입니다. "
서울특별시 강서구 공항대로 38-4에 있는필라테스관련 장애인 스포츠 강좌를 추천 및 정보를 알려줘,"서울 강서구에 있는 체육시설의 상세 주소는 서울특별시 강서구 공항대로 38-4 디어필라테스으로, 우편번호가 7623이고, 이용 가능한 종목은 필라테스입니다. 제공하는 강좌의 강좌명은 기구필라테스이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. "
서울특별시 강서구 공항대로 38-4에 있는필라테스관련 장애인 스포츠 강좌를 추천 및 정보를 알려줘,"서울 강서구에 있는 체육시설의 상세 주소는 서울특별시 강서구 공항대로 38-4 디어필라테스으로, 우편번호가 7623이고, 이용 가능한 종목은 필라테스입니다. 제공하는 강좌의 강좌명은 기구필라테스이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 70000원입니다. "
서울특별시 강서구 마곡중앙1로 72에 있는기타종목관련 장애인 스포츠 강좌를 추천 및 정보를 알려줘,"서울 강서구에 있는 체육시설의 상세 주소는 서울특별시 강서구 마곡중앙1로 72 맘결아동발달센터으로, 우편번호가 7629이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 발달이며, 강좌는 (1, 2, 3, 4, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. "
서울특별시 강서구 마곡중앙1로 72에 있는기타종목관련 장애인 스포츠 강좌를 추천 및 정보를 알려줘,"서울 강서구에 있는 체육시설의 상세 주소는 서울특별시 강서구 마곡중앙1로 72 이룸케어재활운동센터으로, 우편번호가 7629이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 재활운동이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 10, 11, 12)월에 개최되며, 가격은 110000원입니다. "
서울특별시 강서구 양천로 104에 있는복싱관련 장애인 스포츠 강좌를 추천 및 정보를 알려줘,"서울 강서구에 있는 체육시설의 상세 주소는 서울특별시 강서구 양천로 104 문성길복싱클럽으로, 우편번호가 7604이고, 이용 가능한 종목은 복싱입니다. 제공하는 강좌의 강좌명은 복싱호신, 체력단련, 선수육성이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8)월에 개최되며, 가격은 110000원입니다. "
서울특별시 강서구 양천로69길 11에 있는복싱관련 장애인 스포츠 강좌를 추천 및 정보를 알려줘,"서울 강서구에 있는 체육시설의 상세 주소는 서울특별시 강서구 양천로69길 11 세계복싱체육관으로, 우편번호가 7544이고, 이용 가능한 종목은 복싱입니다. 제공하는 강좌의 강좌명은 복싱이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10)월에 개최되며, 가격은 110000원입니다. "
"서울특별시 강서구 허준로 65 (가양동, 기쁜우리복지관,체육센터)에 있는수영관련 장애인 스포츠 강좌를 추천 및 정보를 알려줘","서울 강서구에 있는 체육시설의 상세 주소는 서울특별시 강서구 허준로 65 (가양동, 기쁜우리복지관,체육센터) 기쁜우리체육센터으로, 우편번호가 7524이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 개별수중재활B(4회)이며, 강좌는 (6, 7)월에 개최되며, 가격은 320000원입니다. "
"서울특별시 강서구 허준로 65 (가양동, 기쁜우리복지관,체육센터)에 있는수영관련 장애인 스포츠 강좌를 추천 및 정보를 알려줘","서울 강서구에 있는 체육시설의 상세 주소는 서울특별시 강서구 허준로 65 (가양동, 기쁜우리복지관,체육센터) 기쁜우리체육센터으로, 우편번호가 7524이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 발달수영(월수금) 헬스패키지이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11)월에 개최되며, 가격은 116000원입니다. "
