정보,위치주소,시설이름,우편번호,주소,종목명,상세종목,가격,월,개최월,년도
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.ADD-FIT/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 나만을 위한 시간, 순환에 도움되는 힐링 요가 스트레칭이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.ADD-FIT/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,"나만을 위한 시간, 순환에 도움되는 힐링 요가 스트레칭",110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.ADD-FIT/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 나에게 집중하는 시간, 명상&amp;필라테스이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.ADD-FIT/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,"나에게 집중하는 시간, 명상&amp;필라테스",110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.ADD-FIT/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 누구나 쉽게 할 수 있는 신나는 타바타 시간!이며, 강좌는 (1, 3, 4, 5, 6, 7, 8, 9, 10, 11)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.ADD-FIT/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,누구나 쉽게 할 수 있는 신나는 타바타 시간!,110000,7,"(1, 3, 4, 5, 6, 7, 8, 9, 10, 11)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.ADD-FIT/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 도구 없이 배우는 일상생활 속 기초 홈필라테스!이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.ADD-FIT/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,도구 없이 배우는 일상생활 속 기초 홈필라테스!,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.ADD-FIT/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 면역력UP! 체력 UP! 킥복싱 파워가 강해지는 맨몸운동!이며, 강좌는 (1, 3, 4, 5, 6, 7, 10, 11, 12)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.ADD-FIT/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,면역력UP! 체력 UP! 킥복싱 파워가 강해지는 맨몸운동!,110000,7,"(1, 3, 4, 5, 6, 7, 10, 11, 12)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.ADD-FIT/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 물리치료사 도선생의 통증없이 달리기 운동이며, 강좌는 (7)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.ADD-FIT/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,물리치료사 도선생의 통증없이 달리기 운동,110000,7,-7,2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.ADD-FIT/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 물병, 수건으로 하는 전신 튼튼 다이어트!이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.ADD-FIT/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,"물병, 수건으로 하는 전신 튼튼 다이어트!",110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.ADD-FIT/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 바른 습관 유지하는 다이어트!이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.ADD-FIT/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,바른 습관 유지하는 다이어트!,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.ADD-FIT/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 삶의 질 향상을 위한 체력 쑥쑥! 건강한 다이어트!이며, 강좌는 (1, 3, 5, 6, 7, 8, 9, 11, 12)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.ADD-FIT/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,삶의 질 향상을 위한 체력 쑥쑥! 건강한 다이어트!,110000,7,"(1, 3, 5, 6, 7, 8, 9, 11, 12)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.ADD-FIT/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 유연성과 근력향상을 위한 브라질 무술 카포에라 기초편이며, 강좌는 (1, 3, 4, 5, 6, 7, 8, 12)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.ADD-FIT/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,유연성과 근력향상을 위한 브라질 무술 카포에라 기초편,110000,7,"(1, 3, 4, 5, 6, 7, 8, 12)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.ADD-FIT/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 자신감 UP! 예쁜 옷핏 만드는 다이어트이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.ADD-FIT/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,자신감 UP! 예쁜 옷핏 만드는 다이어트,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.ADD-FIT/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 체형교정과 통증완화에 도움되는 재활 필라테스!이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.ADD-FIT/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,체형교정과 통증완화에 도움되는 재활 필라테스!,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.ADD-FIT/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 키 성장에 도움되는 건강한 운동습관!이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.ADD-FIT/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,키 성장에 도움되는 건강한 운동습관!,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.add-fit/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 [1탄] 우리가족 행복가득! 신나고 재밌는 에어로빅!이며, 강좌는 (7)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.add-fit/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,[1탄] 우리가족 행복가득! 신나고 재밌는 에어로빅!,110000,7,-7,2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.add-fit/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 [2탄] 음악과 함께 신나게! 스트레스, 체지방 날리는 뮤직복싱!이며, 강좌는 (7)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.add-fit/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,"[2탄] 음악과 함께 신나게! 스트레스, 체지방 날리는 뮤직복싱!",110000,7,-7,2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.add-fit/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 구본강원장의 하루 1분 집에서 쉽게 살빼는 운동 다이어트 파트 1이며, 강좌는 (7)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.add-fit/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,구본강원장의 하루 1분 집에서 쉽게 살빼는 운동 다이어트 파트 1,110000,7,-7,2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.add-fit/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 나에게 집중하는 시간, 명상&amp;필라테스이며, 강좌는 (7, 8)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.add-fit/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,"나에게 집중하는 시간, 명상&amp;필라테스",110000,7,"(7, 8)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 금남로 245 !!(0.add-fit/비대면) 에드핏으로, 우편번호가 61475이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 물리치료사 도선생의 통증없이 달리기 운동이며, 강좌는 (7, 8)월에 개최되며, 가격은 110000원입니다. ",광주 동구,!!(0.add-fit/비대면) 에드핏,61475,광주광역시 동구 금남로 245,기타종목,물리치료사 도선생의 통증없이 달리기 운동,110000,7,"(7, 8)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 남문로 349 나르샤태권도으로, 우편번호가 61514이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도수업2024이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8)월에 개최되며, 가격은 110000원입니다. ",광주 동구,나르샤태권도,61514,광주광역시 동구 남문로 349,태권도,태권도수업2024,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 남문로 418-13 동구스포츠클럽으로, 우편번호가 61512이고, 이용 가능한 종목은 농구입니다. 제공하는 강좌의 강좌명은 유소년 농구이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 50000원입니다. ",광주 동구,동구스포츠클럽,61512,광주광역시 동구 남문로 418-13,농구,유소년 농구,50000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 밤실로30번길 4-2~8 원도체육관으로, 우편번호가 61443이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도이며, 강좌는 (1, 6, 7, 8, 9, 10)월에 개최되며, 가격은 110000원입니다. ",광주 동구,원도체육관,61443,광주광역시 동구 밤실로30번길 4-2~8,태권도,태권도,110000,7,"(1, 6, 7, 8, 9, 10)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 의재로 149-18 학운태권도체육관으로, 우편번호가 61492이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 9, 12)월에 개최되며, 가격은 110000원입니다. ",광주 동구,학운태권도체육관,61492,광주광역시 동구 의재로 149-18,태권도,태권도,110000,7,"(1, 2, 3, 4, 5, 6, 7, 9, 12)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 장동로 23-3 청도태권도으로, 우편번호가 61436이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",광주 동구,청도태권도,61436,광주광역시 동구 장동로 23-3,태권도,태권도,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"광주 동구에 있는 체육시설의 상세 주소는 광주광역시 동구 필문대로 265 광주화랑권투으로, 우편번호가 61448이고, 이용 가능한 종목은 복싱입니다. 제공하는 강좌의 강좌명은 광주화랑권투이며, 강좌는 (6, 7, 8)월에 개최되며, 가격은 110000원입니다. ",광주 동구,광주화랑권투,61448,광주광역시 동구 필문대로 265,복싱,광주화랑권투,110000,7,"(6, 7, 8)",2024
"광주 북구에 있는 체육시설의 상세 주소는 광주광역시 북구 대자로 65 김종현태권도으로, 우편번호가 61261이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도이며, 강좌는 (6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",광주 북구,김종현태권도,61261,광주광역시 북구 대자로 65,태권도,태권도,110000,7,"(6, 7, 8, 9)",2024
"광주 북구에 있는 체육시설의 상세 주소는 광주광역시 북구 동문대로 136 말바우 탁구장 슐런장으로, 우편번호가 61195이고, 이용 가능한 종목은 탁구입니다. 제공하는 강좌의 강좌명은 탁구이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8)월에 개최되며, 가격은 110000원입니다. ",광주 북구,말바우 탁구장 슐런장,61195,광주광역시 북구 동문대로 136,탁구,탁구,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8)",2024
"광주 북구에 있는 체육시설의 상세 주소는 광주광역시 북구 동문대로 162 영화탁구클럽으로, 우편번호가 61168이고, 이용 가능한 종목은 탁구입니다. 제공하는 강좌의 강좌명은 탁구이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",광주 북구,영화탁구클럽,61168,광주광역시 북구 동문대로 162,탁구,탁구,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"광주 북구에 있는 체육시설의 상세 주소는 광주광역시 북구 두리봉길 48 온누리체육관으로, 우편번호가 61166이고, 이용 가능한 종목은 합기도입니다. 제공하는 강좌의 강좌명은 온누리체육관(특공무술,주짓수)이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",광주 북구,온누리체육관,61166,광주광역시 북구 두리봉길 48,합기도,"온누리체육관(특공무술,주짓수)",110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"광주 북구에 있는 체육시설의 상세 주소는 광주광역시 북구 매곡로 81-6 석사경희태권도으로, 우편번호가 61060이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도&amp;줄넘기이며, 강좌는 (7, 8)월에 개최되며, 가격은 110000원입니다. ",광주 북구,석사경희태권도,61060,광주광역시 북구 매곡로 81-6,태권도,태권도&amp;줄넘기,110000,7,"(7, 8)",2024
"광주 북구에 있는 체육시설의 상세 주소는 광주광역시 북구 매곡로 85 한국체육관으로, 우편번호가 61060이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도이며, 강좌는 (6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",광주 북구,한국체육관,61060,광주광역시 북구 매곡로 85,태권도,태권도,110000,7,"(6, 7, 8, 9)",2024
